0,1.0
1,0.4101470210959365
2,0.32755226808178123
3,0.29114489867987603
4,0.32694586393484665
5,0.3290248769344122
6,0.38030854710478545
7,0.5215546168465082
8,0.36374997688195426
9,0.31478341288610034
10,0.28192646948210454
11,0.2357226557949921
12,0.26608785257598466
13,0.3660184378068622
14,0.5316793096597816
15,0.358785480136921
16,0.2823854698994895
17,0.25766609514300204
18,0.26253930098137834
19,0.2586152093938979
20,0.33891799678379697
21,0.46799701671684363
22,0.35411589819956185
23,0.2555593851067455
24,0.21540793597045396
25,0.24784737227354584
26,0.22532405668770772
27,0.29910703391309135
28,0.42849677054071855
29,0.3273253676523576
30,0.21811152992541535
